bank,candidate,polarity,selected,selrank,layer,R,S,F,X,U,ratio
UWS,L03_SV12,positive,False,886,3,5,2,1,0,2,0.286
UWS,L03_SV13,negative,False,229,3,31,2,20,0,6,0.061
UWS,L03_SV13,positive,True,229,3,7,1,2,2,1,0.125
UWS,L03_SV14,negative,False,537,3,2,1,57,0,0,0.333
UWS,L03_SV14,positive,True,537,3,11,2,0,0,3,0.154
UWS,L03_SV15,negative,True,679,3,11,4,12,0,0,0.267
UWS,L03_SV15,positive,False,679,3,16,0,0,0,22,0.000
UWS,L03_SV16,negative,True,391,3,64,0,0,0,0,0.000
UWS,L03_SV16,positive,False,391,3,0,2,0,0,6,1.000
UWS,L03_SV17,negative,True,1366,3,4,1,0,0,0,0.200
UWS,L03_SV17,positive,False,1366,3,3,8,1,0,18,0.727
UWS,L03_SV18,negative,True,555,3,5,27,0,0,2,0.844
UWS,L03_SV18,positive,False,555,3,40,1,16,0,4,0.024
UWS,L03_SV19,negative,False,695,3,45,15,0,0,4,0.250
UWS,L03_SV19,positive,True,695,3,32,0,0,0,5,0.000
UWS,L03_SV20,negative,True,1302,3,18,0,0,1,7,0.000
UWS,L03_SV20,positive,False,1302,3,17,3,24,0,5,0.150
UWS,L03_SV21,negative,True,580,3,37,3,12,0,12,0.075
UWS,L03_SV21,positive,False,580,3,25,0,0,0,1,0.000
UWS,L03_SV22,negative,True,1416,3,10,6,8,0,14,0.375
UWS,L03_SV22,positive,False,1416,3,10,0,13,0,0,0.000
UWS,L03_SV23,negative,True,1296,3,52,0,0,0,12,0.000
UWS,L03_SV23,positive,False,1296,3,11,0,8,0,2,0.000
UWS,L03_SV24,negative,True,506,3,1,51,5,0,6,0.981
UWS,L03_SV24,positive,False,506,3,25,0,0,2,13,0.000
UWS,L03_SV25,negative,False,523,3,0,0,62,0,0,
UWS,L03_SV25,positive,True,523,3,8,13,1,1,18,0.619
UWS,L03_SV26,negative,True,824,3,20,4,28,0,8,0.167
UWS,L03_SV26,positive,False,824,3,44,0,0,0,3,0.000
UWS,L03_SV27,negative,True,1206,3,0,0,2,0,4,
UWS,L03_SV27,positive,False,1206,3,8,12,33,0,3,0.600
UWS,L03_SV28,negative,False,746,3,54,1,0,0,1,0.018
UWS,L03_SV28,positive,True,746,3,24,0,0,3,15,0.000
UWS,L03_SV29,negative,True,1326,3,0,37,26,0,1,1.000
UWS,L03_SV29,positive,False,1326,3,13,0,3,0,11,0.000
UWS,L03_SV30,negative,False,646,3,27,0,0,0,31,0.000
UWS,L03_SV30,positive,True,646,3,57,4,3,0,0,0.066
UWS,L03_SV31,negative,False,1360,3,57,0,0,0,2,0.000
UWS,L03_SV31,positive,True,1360,3,13,0,22,0,7,0.000
UWS,L03_SV32,negative,True,903,3,0,0,64,0,0,
UWS,L03_SV32,positive,False,903,3,5,0,0,0,7,0.000
UWS,L03_SV33,negative,True,836,3,4,0,41,0,4,0.000
UWS,L03_SV33,positive,False,836,3,18,21,16,0,3,0.538
UWS,L03_SV34,negative,False,936,3,32,9,5,0,3,0.220
UWS,L03_SV34,positive,True,936,3,20,33,3,0,6,0.623
UWS,L03_SV35,negative,False,1052,3,3,0,0,0,20,0.000
UWS,L03_SV35,positive,True,1052,3,62,0,0,0,1,0.000
UWS,L03_SV36,negative,False,1215,3,33,0,2,5,9,0.000
UWS,L03_SV36,positive,True,1215,3,28,0,0,0,13,0.000
UWS,L03_SV37,negative,True,930,3,6,4,0,0,7,0.400
UWS,L03_SV37,positive,False,930,3,22,16,12,0,3,0.421
UWS,L03_SV38,negative,False,1225,3,33,2,7,0,4,0.057
UWS,L03_SV38,positive,True,1225,3,21,2,6,0,19,0.087
UWS,L03_SV39,negative,True,1409,3,12,0,1,0,30,0.000
UWS,L03_SV39,positive,False,1409,3,52,0,2,0,1,0.000
UWS,L03_SV40,negative,False,601,3,25,1,2,0,0,0.038
UWS,L03_SV40,positive,True,601,3,1,0,55,0,6,0.000
UWS,L03_SV41,negative,True,1437,3,24,3,0,2,1,0.111
UWS,L03_SV41,positive,False,1437,3,17,5,11,0,9,0.227
UWS,L03_SV42,negative,True,1256,3,6,0,56,1,1,0.000
UWS,L03_SV42,positive,False,1256,3,21,0,10,0,11,0.000
UWS,L03_SV43,negative,False,899,3,8,27,9,2,6,0.771
UWS,L03_SV43,positive,True,899,3,40,10,5,0,4,0.200
UWS,L03_SV44,negative,True,925,3,35,0,0,0,20,0.000
UWS,L03_SV44,positive,False,925,3,44,1,13,0,3,0.022
UWS,L03_SV45,negative,True,1454,3,35,5,13,0,9,0.125
UWS,L03_SV45,positive,False,1454,3,6,0,22,0,6,0.000
UWS,L03_SV46,negative,False,1445,3,4,0,44,2,2,0.000
UWS,L03_SV46,positive,True,1445,3,31,0,0,0,11,0.000
UWS,L03_SV47,negative,False,1357,3,59,0,0,0,3,0.000
UWS,L03_SV47,positive,True,1357,3,19,1,30,0,14,0.050
UWS,L03_SV48,negative,True,900,3,64,0,0,0,0,0.000
UWS,L03_SV48,positive,False,900,3,1,0,12,0,6,0.000
UWS,L03_SV49,negative,True,771,3,15,0,0,1,6,0.000
UWS,L03_SV49,positive,False,771,3,46,8,1,0,6,0.148
UWS,L03_SV50,negative,True,1395,3,58,0,2,0,0,0.000
UWS,L03_SV50,positive,False,1395,3,3,8,30,0,4,0.727
UWS,L03_SV51,negative,False,1400,3,20,2,32,0,1,0.091
UWS,L03_SV51,positive,True,1400,3,34,0,0,0,12,0.000
UWS,L03_SV52,negative,False,684,3,35,0,1,0,11,0.000
UWS,L03_SV52,positive,True,684,3,60,0,0,0,0,0.000
UWS,L03_SV53,negative,False,1355,3,0,37,17,0,3,1.000
UWS,L03_SV53,positive,True,1355,3,12,12,0,2,25,0.500
UWS,L03_SV54,negative,False,466,3,8,8,4,0,11,0.500
UWS,L03_SV54,positive,True,466,3,24,23,0,0,11,0.489
UWS,L03_SV55,negative,True,1185,3,3,0,41,0,1,0.000
UWS,L03_SV55,positive,False,1185,3,11,0,43,0,5,0.000
UWS,L03_SV56,negative,False,1304,3,35,17,10,0,1,0.327
UWS,L03_SV56,positive,True,1304,3,37,0,0,0,17,0.000
UWS,L03_SV57,negative,True,1421,3,27,0,17,0,10,0.000
UWS,L03_SV57,positive,False,1421,3,20,2,11,0,14,0.091
UWS,L03_SV58,negative,False,931,3,7,13,16,0,0,0.650
UWS,L03_SV58,positive,True,931,3,27,0,0,0,26,0.000
UWS,L03_SV59,negative,False,1032,3,8,0,55,0,0,0.000
UWS,L03_SV59,positive,True,1032,3,24,4,0,0,29,0.143
UWS,L03_SV60,negative,True,545,3,15,0,41,0,3,0.000
UWS,L03_SV60,positive,False,545,3,55,0,0,0,8,0.000
UWS,L03_SV61,negative,False,1011,3,0,3,8,2,8,1.000
UWS,L03_SV61,positive,True,1011,3,52,9,0,0,2,0.148
UWS,L03_SV62,negative,False,1231,3,11,36,3,0,8,0.766
UWS,L03_SV62,positive,True,1231,3,39,0,0,0,20,0.000
UWS,L03_SV63,negative,True,457,3,42,10,0,0,6,0.192
UWS,L03_SV63,positive,False,457,3,40,0,8,0,6,0.000
UWS,L03_SV64,negative,False,1154,3,9,0,30,0,19,0.000
UWS,L03_SV64,positive,True,1154,3,15,14,3,0,25,0.483
UWS,L04_SV01,negative,False,92,4,12,6,17,1,7,0.333
UWS,L04_SV01,positive,True,92,4,5,2,6,0,0,0.286
UWS,L04_SV02,negative,False,288,4,6,6,45,0,0,0.500
UWS,L04_SV02,positive,True,288,4,26,0,0,0,14,0.000
UWS,L04_SV03,negative,False,378,4,28,19,4,0,8,0.404
UWS,L04_SV03,positive,True,378,4,0,0,6,0,2,
UWS,L04_SV04,negative,False,360,4,4,0,0,0,2,0.000
UWS,L04_SV04,positive,True,360,4,9,11,19,0,13,0.550
UWS,L04_SV05,negative,False,433,4,44,15,1,0,3,0.254
UWS,L04_SV05,positive,True,433,4,0,0,1,0,4,
UWS,L04_SV06,negative,True,1452,4,45,0,0,0,18,0.000
UWS,L04_SV06,positive,False,1452,4,0,0,0,0,0,
UWS,L04_SV07,negative,False,149,4,4,1,1,0,5,0.200
UWS,L04_SV07,positive,True,149,4,16,13,17,0,5,0.448
UWS,L04_SV08,negative,True,307,4,32,0,13,0,7,0.000
UWS,L04_SV08,positive,False,307,4,4,0,0,1,7,0.000
UWS,L04_SV09,negative,True,201,4,34,4,0,0,12,0.105
UWS,L04_SV09,positive,False,201,4,5,3,8,0,1,0.375
UWS,L04_SV10,negative,True,597,4,0,0,0,0,1,
UWS,L04_SV10,positive,False,597,4,31,3,5,0,15,0.088
UWS,L04_SV11,negative,True,464,4,0,0,0,0,1,
UWS,L04_SV11,positive,False,464,4,7,0,57,0,0,0.000
UWS,L04_SV12,negative,False,227,4,15,0,14,0,1,0.000
UWS,L04_SV12,positive,True,227,4,52,0,0,0,8,0.000
UWS,L04_SV13,negative,False,271,4,55,2,1,0,4,0.035
UWS,L04_SV13,positive,True,271,4,1,3,0,1,1,0.750
UWS,L04_SV14,negative,True,887,4,47,11,0,0,5,0.190
UWS,L04_SV14,positive,False,887,4,15,3,31,0,4,0.167
UWS,L04_SV15,negative,True,710,4,11,27,1,0,6,0.711
UWS,L04_SV15,positive,False,710,4,22,0,39,0,2,0.000
UWS,L04_SV16,negative,True,1411,4,8,9,11,0,0,0.529
UWS,L04_SV16,positive,False,1411,4,16,0,0,0,2,0.000
UWS,L04_SV17,negative,False,1166,4,10,31,18,0,4,0.756
UWS,L04_SV17,positive,True,1166,4,8,0,0,2,3,0.000
UWS,L04_SV18,negative,True,1448,4,12,16,24,0,4,0.571
UWS,L04_SV18,positive,False,1448,4,22,10,0,2,16,0.312
UWS,L04_SV19,negative,True,607,4,35,7,0,0,12,0.167
UWS,L04_SV19,positive,False,607,4,10,0,29,0,5,0.000
UWS,L04_SV20,negative,True,1078,4,22,0,14,0,18,0.000
UWS,L04_SV20,positive,False,1078,4,8,23,7,0,2,0.742
UWS,L04_SV21,negative,True,381,4,12,6,9,0,11,0.333
UWS,L04_SV21,positive,False,381,4,26,1,11,0,4,0.037
UWS,L04_SV22,negative,True,1094,4,20,9,1,0,24,0.310
UWS,L04_SV22,positive,False,1094,4,53,0,0,0,1,0.000
UWS,L04_SV23,negative,False,1228,4,36,0,7,0,13,0.000
UWS,L04_SV23,positive,True,1228,4,23,2,16,0,6,0.080
UWS,L04_SV24,negative,False,465,4,4,0,60,0,0,0.000
UWS,L04_SV24,positive,True,465,4,8,0,0,1,12,0.000
UWS,L04_SV25,negative,True,1025,4,15,13,2,0,6,0.464
UWS,L04_SV25,positive,False,1025,4,20,0,0,1,11,0.000
UWS,L04_SV26,negative,False,1144,4,8,1,45,0,2,0.111
UWS,L04_SV26,positive,True,1144,4,33,0,0,0,10,0.000
UWS,L04_SV27,negative,True,983,4,57,0,0,0,1,0.000
UWS,L04_SV27,positive,False,983,4,24,18,14,0,3,0.429
UWS,L04_SV28,negative,False,1175,4,10,0,1,0,16,0.000
UWS,L04_SV28,positive,True,1175,4,41,16,2,0,4,0.281
UWS,L04_SV29,negative,True,183,4,32,0,0,0,15,0.000
UWS,L04_SV29,positive,False,183,4,5,5,49,0,2,0.500
UWS,L04_SV30,negative,False,1039,4,63,0,0,0,1,0.000
UWS,L04_SV30,positive,True,1039,4,8,0,1,0,12,0.000
UWS,L04_SV31,negative,True,1071,4,15,0,5,2,4,0.000
UWS,L04_SV31,positive,False,1071,4,35,2,0,0,26,0.054
UWS,L04_SV32,negative,False,1440,4,42,0,18,0,2,0.000
UWS,L04_SV32,positive,True,1440,4,17,2,2,0,12,0.105
UWS,L04_SV33,negative,False,298,4,12,2,0,0,17,0.143
UWS,L04_SV33,positive,True,298,4,41,11,4,0,6,0.212
UWS,L04_SV34,negative,True,1219,4,19,28,0,0,10,0.596
UWS,L04_SV34,positive,False,1219,4,17,20,13,0,2,0.541
UWS,L04_SV35,negative,True,895,4,14,0,0,0,10,0.000
UWS,L04_SV35,positive,False,895,4,14,4,31,0,1,0.222
UWS,L04_SV36,negative,False,1434,4,28,25,11,0,0,0.472
UWS,L04_SV36,positive,True,1434,4,0,0,0,0,1,
UWS,L04_SV37,negative,True,1072,4,24,1,0,2,10,0.040
UWS,L04_SV37,positive,False,1072,4,13,2,25,0,14,0.133
UWS,L04_SV38,negative,True,565,4,23,0,0,0,14,0.000
UWS,L04_SV38,positive,False,565,4,49,0,15,0,0,0.000
UWS,L04_SV39,negative,True,557,4,32,4,6,0,4,0.111
UWS,L04_SV39,positive,False,557,4,36,1,15,0,7,0.027
UWS,L04_SV40,negative,True,1010,4,39,0,0,0,14,0.000
UWS,L04_SV40,positive,False,1010,4,13,27,6,0,6,0.675
UWS,L04_SV41,negative,True,1417,4,18,2,28,1,4,0.100
UWS,L04_SV41,positive,False,1417,4,24,3,1,0,26,0.111
UWS,L04_SV42,negative,False,1070,4,0,0,60,0,0,
UWS,L04_SV42,positive,True,1070,4,35,0,0,0,24,0.000
UWS,L04_SV43,negative,False,1314,4,35,3,1,0,10,0.079
UWS,L04_SV43,positive,True,1314,4,29,2,0,0,17,0.065
UWS,L04_SV44,negative,True,728,4,36,10,17,0,0,0.217
UWS,L04_SV44,positive,False,728,4,16,1,3,0,12,0.059
UWS,L04_SV45,negative,True,1158,4,15,16,21,0,7,0.516
UWS,L04_SV45,positive,False,1158,4,39,10,0,0,0,0.204
UWS,L04_SV46,negative,False,595,4,56,0,0,0,6,0.000
UWS,L04_SV46,positive,True,595,4,0,2,42,0,6,1.000
UWS,L04_SV47,negative,False,1043,4,2,0,52,0,4,0.000
UWS,L04_SV47,positive,True,1043,4,11,2,43,0,4,0.154
UWS,L04_SV48,negative,True,1210,4,32,1,0,0,16,0.030
UWS,L04_SV48,positive,False,1210,4,3,10,50,0,0,0.769
UWS,L04_SV49,negative,True,547,4,24,0,0,1,14,0.000
UWS,L04_SV49,positive,False,547,4,55,0,0,0,9,0.000
UWS,L04_SV50,negative,False,708,4,54,3,1,0,2,0.053
UWS,L04_SV50,positive,True,708,4,35,10,1,0,4,0.222
UWS,L04_SV51,negative,False,1021,4,28,0,0,0,24,0.000
UWS,L04_SV51,positive,True,1021,4,1,29,12,0,1,0.967
UWS,L04_SV52,negative,True,420,4,11,3,6,0,31,0.214
UWS,L04_SV52,positive,False,420,4,30,27,0,0,4,0.474
UWS,L04_SV53,negative,True,941,4,0,0,64,0,0,
UWS,L04_SV53,positive,False,941,4,11,2,0,0,18,0.154
UWS,L04_SV54,negative,True,1115,4,34,19,0,0,6,0.358
UWS,L04_SV54,positive,False,1115,4,11,19,19,0,10,0.633
UWS,L04_SV55,negative,False,1290,4,11,6,3,0,11,0.353
UWS,L04_SV55,positive,True,1290,4,64,0,0,0,0,0.000
UWS,L04_SV56,negative,True,1182,4,38,2,6,0,7,0.050
UWS,L04_SV56,positive,False,1182,4,30,0,4,0,14,0.000
UWS,L04_SV57,negative,False,891,4,2,39,22,0,0,0.951
UWS,L04_SV57,positive,True,891,4,41,0,0,0,17,0.000
UWS,L04_SV58,negative,True,1363,4,9,1,38,0,5,0.100
UWS,L04_SV58,positive,False,1363,4,33,2,12,0,13,0.057
UWS,L04_SV59,negative,True,1008,4,37,8,0,0,8,0.178
UWS,L04_SV59,positive,False,1008,4,0,0,55,0,1,
UWS,L04_SV60,negative,False,999,4,41,14,4,0,1,0.255
UWS,L04_SV60,positive,True,999,4,32,6,2,0,16,0.158
UWS,L04_SV61,negative,False,205,4,5,26,2,0,1,0.839
UWS,L04_SV61,positive,True,205,4,5,45,0,10,1,0.900
UWS,L04_SV62,negative,False,611,4,32,5,0,0,9,0.135
UWS,L04_SV62,positive,True,611,4,60,0,0,0,3,0.000
UWS,L04_SV63,negative,True,569,4,4,2,26,0,15,0.333
UWS,L04_SV63,positive,False,569,4,15,16,5,0,8,0.516
UWS,L04_SV64,negative,True,990,4,42,16,1,0,1,0.276
UWS,L04_SV64,positive,False,990,4,12,1,4,0,23,0.077
UWS,L05_SV01,negative,False,278,5,16,0,11,0,8,0.000
UWS,L05_SV01,positive,True,278,5,1,4,18,0,0,0.800
UWS,L05_SV02,negative,True,350,5,27,0,0,0,14,0.000
UWS,L05_SV02,positive,False,350,5,4,7,44,0,0,0.636
UWS,L05_SV03,negative,False,131,5,33,24,4,0,3,0.421
UWS,L05_SV03,positive,True,131,5,0,0,1,0,0,
UWS,L05_SV04,negative,False,458,5,42,13,0,0,9,0.236
UWS,L05_SV04,positive,True,458,5,4,0,0,0,1,0.000
UWS,L05_SV05,negative,True,1019,5,43,1,0,0,12,0.023
UWS,L05_SV05,positive,False,1019,5,0,0,0,0,0,
UWS,L05_SV06,negative,True,1464,5,31,2,2,0,6,0.061
UWS,L05_SV06,positive,False,1464,5,1,0,0,0,1,0.000
UWS,L05_SV07,negative,False,117,5,12,4,6,0,17,0.250
UWS,L05_SV07,positive,True,117,5,7,7,31,0,2,0.500
UWS,L05_SV08,negative,True,948,5,0,1,0,0,0,1.000
UWS,L05_SV08,positive,False,948,5,29,0,30,0,3,0.000
UWS,L05_SV09,negative,True,483,5,39,13,1,0,6,0.250
UWS,L05_SV09,positive,False,483,5,1,0,1,3,6,0.000
UWS,L05_SV10,negative,True,263,5,52,5,0,0,4,0.088
UWS,L05_SV10,positive,False,263,5,7,2,42,0,2,0.222
UWS,L05_SV11,negative,True,1075,5,45,0,0,0,13,0.000
UWS,L05_SV11,positive,False,1075,5,1,1,52,0,1,0.500
UWS,L05_SV12,negative,False,705,5,56,2,3,0,2,0.034
UWS,L05_SV12,positive,True,705,5,6,0,11,2,10,0.000
UWS,L05_SV13,negative,True,912,5,33,1,0,0,17,0.029
UWS,L05_SV13,positive,False,912,5,26,1,2,0,10,0.037
UWS,L05_SV14,negative,True,1308,5,27,2,4,0,17,0.069
UWS,L05_SV14,positive,False,1308,5,0,8,56,0,0,1.000
UWS,L05_SV15,negative,False,126,5,2,0,55,0,0,0.000
UWS,L05_SV15,positive,True,126,5,0,13,0,1,8,1.000
UWS,L05_SV16,negative,True,1384,5,40,2,21,0,0,0.048
UWS,L05_SV16,positive,False,1384,5,29,0,0,0,8,0.000
UWS,L05_SV17,negative,True,254,5,9,0,47,0,2,0.000
UWS,L05_SV17,positive,False,254,5,10,0,47,0,5,0.000
UWS,L05_SV18,negative,False,190,5,16,35,12,0,0,0.686
UWS,L05_SV18,positive,True,190,5,4,0,1,1,20,0.000
UWS,L05_SV19,negative,True,1098,5,27,1,0,0,3,0.036
UWS,L05_SV19,positive,False,1098,5,6,14,14,0,17,0.700
UWS,L05_SV20,negative,True,874,5,11,18,9,0,14,0.621
UWS,L05_SV20,positive,False,874,5,47,4,5,0,4,0.078
UWS,L05_SV21,negative,False,979,5,37,0,19,0,2,0.000
UWS,L05_SV21,positive,True,979,5,19,0,0,1,24,0.000
UWS,L05_SV22,negative,True,813,5,4,40,2,0,4,0.909
UWS,L05_SV22,positive,False,813,5,9,1,50,0,4,0.100
UWS,L05_SV23,negative,True,947,5,3,0,1,0,6,0.000
UWS,L05_SV23,positive,False,947,5,12,3,0,0,0,0.200
UWS,L05_SV24,negative,False,1254,5,8,15,0,2,14,0.652
UWS,L05_SV24,positive,True,1254,5,30,11,6,0,11,0.268
UWS,L05_SV25,negative,False,1362,5,18,38,6,0,1,0.679
UWS,L05_SV25,positive,True,1362,5,25,0,0,0,24,0.000
UWS,L05_SV26,negative,False,1177,5,20,5,37,0,1,0.200
UWS,L05_SV26,positive,True,1177,5,19,0,0,0,20,0.000
UWS,L05_SV27,negative,True,860,5,49,0,0,0,6,0.000
UWS,L05_SV27,positive,False,860,5,4,1,55,0,2,0.200
UWS,L05_SV28,negative,False,1233,5,19,7,0,0,20,0.269
UWS,L05_SV28,positive,True,1233,5,33,0,28,1,1,0.000
UWS,L05_SV29,negative,False,711,5,47,2,3,0,5,0.041
UWS,L05_SV29,positive,True,711,5,33,0,1,0,13,0.000
UWS,L05_SV30,negative,True,883,5,1,2,19,0,2,0.667
UWS,L05_SV30,positive,False,883,5,48,0,10,0,4,0.000
UWS,L05_SV31,negative,False,615,5,32,1,10,0,12,0.030
UWS,L05_SV31,positive,True,615,5,19,9,2,0,20,0.321
UWS,L05_SV32,negative,False,1131,5,17,3,0,0,24,0.150
UWS,L05_SV32,positive,True,1131,5,6,18,36,0,1,0.750
UWS,L05_SV33,negative,False,819,5,30,22,0,0,2,0.423
UWS,L05_SV33,positive,True,819,5,4,1,15,0,8,0.200
UWS,L05_SV34,negative,False,559,5,20,0,4,0,10,0.000
UWS,L05_SV34,positive,True,559,5,22,1,33,0,1,0.043
UWS,L05_SV35,negative,True,1211,5,27,11,1,0,7,0.289
UWS,L05_SV35,positive,False,1211,5,32,0,2,0,21,0.000
UWS,L05_SV36,negative,False,1300,5,2,2,58,0,0,0.500
UWS,L05_SV36,positive,True,1300,5,41,0,0,0,11,0.000
UWS,L05_SV37,negative,True,1198,5,32,0,2,0,1,0.000
UWS,L05_SV37,positive,False,1198,5,24,4,16,0,11,0.143
UWS,L05_SV38,negative,False,1277,5,7,4,40,0,7,0.364
UWS,L05_SV38,positive,True,1277,5,58,0,0,0,2,0.000
UWS,L05_SV39,negative,True,154,5,28,0,1,0,24,0.000
UWS,L05_SV39,positive,False,154,5,57,1,2,0,4,0.017
UWS,L05_SV40,negative,False,717,5,19,2,20,0,14,0.095
UWS,L05_SV40,positive,True,717,5,48,4,0,0,6,0.077
UWS,L05_SV41,negative,False,1393,5,14,1,8,0,6,0.067
UWS,L05_SV41,positive,True,1393,5,35,1,0,0,15,0.028
UWS,L05_SV42,negative,False,250,5,58,0,0,0,6,0.000
UWS,L05_SV42,positive,True,250,5,40,0,0,0,2,0.000
UWS,L05_SV43,negative,False,1136,5,4,0,55,0,1,0.000
UWS,L05_SV43,positive,True,1136,5,34,13,0,0,10,0.277
UWS,L05_SV44,negative,True,1380,5,2,0,58,0,0,0.000
UWS,L05_SV44,positive,False,1380,5,25,0,0,0,27,0.000
UWS,L05_SV45,negative,False,630,5,55,0,0,0,4,0.000
UWS,L05_SV45,positive,True,630,5,15,0,47,0,1,0.000
UWS,L05_SV46,negative,False,608,5,12,0,2,0,8,0.000
UWS,L05_SV46,positive,True,608,5,40,8,0,0,5,0.167
UWS,L05_SV47,negative,True,463,5,50,0,0,0,8,0.000
UWS,L05_SV47,positive,False,463,5,43,4,8,0,2,0.085
UWS,L05_SV48,negative,True,443,5,23,8,3,0,7,0.258
UWS,L05_SV48,positive,False,443,5,18,0,19,2,6,0.000
UWS,L05_SV49,negative,True,1060,5,18,25,9,0,4,0.581
UWS,L05_SV49,positive,False,1060,5,37,1,0,0,17,0.026
UWS,L05_SV50,negative,False,1203,5,25,4,2,0,23,0.138
UWS,L05_SV50,positive,True,1203,5,42,0,1,0,14,0.000
UWS,L05_SV51,negative,True,156,5,30,29,0,0,4,0.492
UWS,L05_SV51,positive,False,156,5,28,0,0,0,14,0.000
UWS,L05_SV52,negative,False,1058,5,37,14,1,0,4,0.275
UWS,L05_SV52,positive,True,1058,5,14,32,0,0,15,0.696
UWS,L05_SV53,negative,True,1265,5,35,0,5,0,12,0.000
UWS,L05_SV53,positive,False,1265,5,30,0,15,0,9,0.000
UWS,L05_SV54,negative,False,1001,5,20,2,5,0,7,0.091
UWS,L05_SV54,positive,True,1001,5,30,2,0,0,25,0.062
UWS,L05_SV55,negative,True,908,5,30,4,0,0,29,0.118
UWS,L05_SV55,positive,False,908,5,14,0,26,0,4,0.000
UWS,L05_SV56,negative,False,460,5,17,0,0,0,16,0.000
UWS,L05_SV56,positive,True,460,5,46,14,0,0,2,0.233
UWS,L05_SV57,negative,True,445,5,3,30,30,0,1,0.909
UWS,L05_SV57,positive,False,445,5,5,1,24,0,14,0.167
UWS,L05_SV58,negative,False,1323,5,6,3,1,0,16,0.333
UWS,L05_SV58,positive,True,1323,5,11,1,23,0,6,0.083
UWS,L05_SV59,negative,False,666,5,52,0,0,0,7,0.000
UWS,L05_SV59,positive,True,666,5,25,2,1,0,14,0.074
UWS,L05_SV60,negative,True,875,5,13,3,4,0,14,0.188
UWS,L05_SV60,positive,False,875,5,53,1,7,0,0,0.019
UWS,L05_SV61,negative,False,492,5,27,0,2,0,3,0.000
UWS,L05_SV61,positive,True,492,5,0,57,3,0,2,1.000
UWS,L05_SV62,negative,False,358,5,15,1,20,0,15,0.062
UWS,L05_SV62,positive,True,358,5,10,43,0,0,5,0.811
UWS,L05_SV63,negative,False,246,5,33,0,0,0,6,0.000
UWS,L05_SV63,positive,True,246,5,30,0,11,0,14,0.000
UWS,L05_SV64,negative,False,534,5,36,0,0,0,16,0.000
UWS,L05_SV64,positive,True,534,5,1,35,3,0,3,0.972
UWS,L06_SV01,negative,False,372,6,20,3,10,0,5,0.130
UWS,L06_SV01,positive,True,372,6,2,0,14,0,1,0.000
UWS,L06_SV02,negative,True,436,6,17,1,0,0,17,0.056
UWS,L06_SV02,positive,False,436,6,8,11,37,0,1,0.579
UWS,L06_SV03,negative,False,150,6,30,28,4,0,2,0.483
UWS,L06_SV03,positive,True,150,6,0,0,2,0,0,
UWS,L06_SV04,negative,False,469,6,47,12,0,0,5,0.203
UWS,L06_SV04,positive,True,469,6,0,0,0,0,0,
UWS,L06_SV05,negative,True,1364,6,45,1,2,0,5,0.022
UWS,L06_SV05,positive,False,1364,6,0,2,55,0,0,1.000
UWS,L06_SV06,negative,True,1453,6,37,7,3,0,6,0.159
UWS,L06_SV06,positive,False,1453,6,1,0,9,0,0,0.000
UWS,L06_SV07,negative,True,361,6,1,4,9,0,1,0.800
UWS,L06_SV07,positive,False,361,6,18,1,11,3,20,0.053
UWS,L06_SV08,negative,True,790,6,20,16,1,0,4,0.444
UWS,L06_SV08,positive,False,790,6,21,0,0,0,5,0.000
UWS,L06_SV09,negative,True,960,6,44,5,0,0,3,0.102
UWS,L06_SV09,positive,False,960,6,9,0,35,0,4,0.000
UWS,L06_SV10,negative,False,450,6,0,16,25,0,0,1.000
UWS,L06_SV10,positive,True,450,6,61,0,0,0,2,0.000
UWS,L06_SV11,negative,True,346,6,15,3,30,0,4,0.167
UWS,L06_SV11,positive,False,346,6,16,6,34,0,3,0.273
UWS,L06_SV12,negative,True,604,6,3,0,19,0,9,0.000
UWS,L06_SV12,positive,False,604,6,45,1,2,0,5,0.022
UWS,L06_SV13,negative,True,1128,6,10,2,16,0,7,0.167
UWS,L06_SV13,positive,False,1128,6,17,2,16,0,15,0.105
UWS,L06_SV14,negative,True,1204,6,22,3,0,0,28,0.120
UWS,L06_SV14,positive,False,1204,6,6,1,9,0,0,0.143
UWS,L06_SV15,negative,False,267,6,6,0,52,0,0,0.000
UWS,L06_SV15,positive,True,267,6,1,5,0,2,5,0.833
UWS,L06_SV16,negative,True,1317,6,9,4,51,0,0,0.308
UWS,L06_SV16,positive,False,1317,6,11,3,0,0,6,0.214
UWS,L06_SV17,negative,False,337,6,16,0,13,0,21,0.000
UWS,L06_SV17,positive,True,337,6,10,1,49,0,1,0.091
UWS,L06_SV18,negative,True,1213,6,21,0,4,0,1,0.000
UWS,L06_SV18,positive,False,1213,6,34,5,5,0,17,0.128
UWS,L06_SV19,negative,True,386,6,5,1,55,0,0,0.167
UWS,L06_SV19,positive,False,386,6,17,0,2,1,27,0.000
UWS,L06_SV20,negative,False,1047,6,23,0,35,0,1,0.000
UWS,L06_SV20,positive,True,1047,6,13,20,6,0,23,0.606
UWS,L06_SV21,negative,False,510,6,6,0,47,0,7,0.000
UWS,L06_SV21,positive,True,510,6,3,39,5,0,3,0.929
UWS,L06_SV22,negative,True,862,6,32,3,1,1,5,0.086
UWS,L06_SV22,positive,False,862,6,9,0,1,0,21,0.000
UWS,L06_SV23,negative,True,1018,6,12,5,0,0,3,0.294
UWS,L06_SV23,positive,False,1018,6,33,0,17,0,6,0.000
